"source_repository","source_sha","source_path","current_target","capability","disposition","proposed_destination","phase","dependencies","tests","deletion_gate"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_mimo_v2_metadata_truth.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_mimo_v2_metadata_truth.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_mimo_v2_mlx_runtime.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_mimo_v2_mlx_runtime.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_modelcard.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_modelcard.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_mtp_inspector.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_mtp_inspector.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_nemotron_omni_loader.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_nemotron_omni_loader.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_pack.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_pack.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_prequant_prune_qwen_moe.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_prequant_prune_qwen_moe.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_profiles_cli.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_profiles_cli.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_progress.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_progress.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_publish.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_publish.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_quantize.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_quantize.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_qwen35_jangtq_review_runtime_resilience.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_qwen35_jangtq_review_runtime_resilience.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_recommend.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_recommend.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_resolve_modality.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_resolve_modality.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_runtime_dependency_floors.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_runtime_dependency_floors.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_topk_override.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_topk_override.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_turboquant_attention.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_turboquant_attention.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_turboquant_cache.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_turboquant_cache.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_turboquant_codebook.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_turboquant_codebook.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_turboquant_config.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_turboquant_config.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_turboquant_generate.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_turboquant_generate.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_turboquant_linear.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_turboquant_linear.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_turboquant_mpp_dense_kernel.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_turboquant_mpp_dense_kernel.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_turboquant_mpp_nax_kernel.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_turboquant_mpp_nax_kernel.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_turboquant_pipeline.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_turboquant_pipeline.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_turboquant_qjl.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_turboquant_qjl.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_turboquant_rotation.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_turboquant_rotation.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_validate_jangtq.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_validate_jangtq.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_vmlx_runtime_capabilities.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_vmlx_runtime_capabilities.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_writer.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_writer.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_zaya1_vl_jangtq_loader.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_zaya1_vl_jangtq_loader.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_zaya_capabilities.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_zaya_capabilities.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Metal/jang.metallib","generated Metal artifact","JANG kernels","reference","-","11","Metal build","rebuild and checksum test","do not migrate binary; regenerate from reviewed source"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","JANGStudio/Tests/**/Fixtures/**","test fixture group","JANG Studio verification fixtures","reference","Documentation/Reference/JANGStudio/Fixtures/**","8-20","JANG Studio tests","fixture count and parity audit","after equivalent canonical fixtures exist"
